,dataset,ssim_norm,ssim
263,ShanghaiTech_part_B,0.7754498720169067,0.8174682855606079
264,ShanghaiTech_part_B,0.9438057541847229,0.9435366988182068
265,ShanghaiTech_part_B,0.6676172614097595,0.16680961847305298
266,ShanghaiTech_part_B,0.7444210052490234,0.7647331953048706
267,ShanghaiTech_part_B,0.13910987973213196,0.011871797032654285
268,ShanghaiTech_part_B,0.6727084517478943,0.46883299946784973
269,ShanghaiTech_part_B,0.8505021333694458,0.8566563725471497
270,ShanghaiTech_part_B,0.37672868371009827,0.28006598353385925
271,ShanghaiTech_part_B,0.5571568012237549,0.546317458152771
272,ShanghaiTech_part_B,0.901541531085968,0.9066477417945862
273,ShanghaiTech_part_B,0.938909113407135,0.9421744346618652
274,ShanghaiTech_part_B,0.5824118852615356,0.5325111150741577
275,ShanghaiTech_part_B,0.37217989563941956,0.1985720545053482
276,ShanghaiTech_part_B,0.8855161666870117,0.8857674598693848
277,ShanghaiTech_part_B,0.7709833383560181,0.7521689534187317
278,ShanghaiTech_part_B,0.8195191621780396,0.8369191288948059
279,ShanghaiTech_part_B,0.9380140900611877,0.9391397833824158
280,ShanghaiTech_part_B,0.6477206349372864,0.6250008344650269
281,ShanghaiTech_part_B,0.5426069498062134,0.5165514349937439
282,ShanghaiTech_part_B,0.723651111125946,0.6506950855255127
283,ShanghaiTech_part_B,0.8652397394180298,0.8916192054748535
284,ShanghaiTech_part_B,0.6505078673362732,0.7487882971763611
285,ShanghaiTech_part_B,0.335101455450058,0.018208567053079605
286,ShanghaiTech_part_B,0.9120524525642395,0.9298294186592102
287,ShanghaiTech_part_B,0.8410224914550781,0.863296389579773
288,ShanghaiTech_part_B,0.9505804777145386,0.9525049328804016
289,ShanghaiTech_part_B,0.864215075969696,0.8862655162811279
290,ShanghaiTech_part_B,0.48956283926963806,0.3758465051651001
291,ShanghaiTech_part_B,0.8895601630210876,0.900663435459137
292,ShanghaiTech_part_B,0.8615038394927979,0.864015519618988
293,ShanghaiTech_part_B,0.8534184098243713,0.8771196603775024
294,ShanghaiTech_part_B,0.7317185401916504,0.7418124079704285
295,ShanghaiTech_part_B,0.8498241305351257,0.8741596341133118
296,ShanghaiTech_part_B,0.6827740669250488,0.6319674849510193
297,ShanghaiTech_part_B,0.8826742172241211,0.9043101072311401
298,ShanghaiTech_part_B,0.6230572462081909,0.616554319858551
299,ShanghaiTech_part_B,0.913286566734314,0.9196078777313232
300,ShanghaiTech_part_B,0.3277924954891205,0.1709122210741043
301,ShanghaiTech_part_B,0.610439121723175,0.5456458926200867
302,ShanghaiTech_part_B,0.8887055516242981,0.8453985452651978
303,ShanghaiTech_part_B,0.873560905456543,0.8925466537475586
304,ShanghaiTech_part_B,0.8804534673690796,0.8970261812210083
305,ShanghaiTech_part_B,0.6155890822410583,0.6473086476325989
306,ShanghaiTech_part_B,0.6634531617164612,0.7123392224311829
307,ShanghaiTech_part_B,0.5330590009689331,0.459034264087677
308,ShanghaiTech_part_B,0.6982947587966919,0.7233965992927551
309,ShanghaiTech_part_B,0.559280276298523,0.4769233763217926
310,ShanghaiTech_part_B,0.9013533592224121,0.903921365737915
311,ShanghaiTech_part_B,0.6995644569396973,0.6727721691131592
312,ShanghaiTech_part_B,0.817513644695282,0.76866614818573
313,ShanghaiTech_part_B,0.39180710911750793,0.32654812932014465
314,ShanghaiTech_part_B,0.7542076110839844,0.7466797828674316
315,ShanghaiTech_part_B,0.6979580521583557,0.6759620904922485
316,ShanghaiTech_part_B,0.9574314951896667,0.9564804434776306
317,ShanghaiTech_part_B,0.8748557567596436,0.8866506814956665
318,ShanghaiTech_part_B,0.63115394115448,0.4774359166622162
319,ShanghaiTech_part_B,0.8617013096809387,0.8855625987052917
320,ShanghaiTech_part_B,0.38453999161720276,0.3632509112358093
321,ShanghaiTech_part_B,0.930814802646637,0.9292495250701904
322,ShanghaiTech_part_B,0.8718000650405884,0.893905520439148
323,ShanghaiTech_part_B,0.8851485252380371,0.904365599155426
324,ShanghaiTech_part_B,0.7193499207496643,0.7421640753746033
325,ShanghaiTech_part_B,0.8115531206130981,0.7322247624397278
326,ShanghaiTech_part_B,0.9099159240722656,0.62281733751297
327,ShanghaiTech_part_B,0.5919684171676636,0.6019434332847595
328,ShanghaiTech_part_B,0.3553707003593445,0.2802289128303528
329,ShanghaiTech_part_B,0.5602842569351196,0.4201001822948456
330,ShanghaiTech_part_B,0.719912052154541,0.571187436580658
331,ShanghaiTech_part_B,0.6221976280212402,0.531915545463562
332,ShanghaiTech_part_B,0.6804312467575073,0.6034432053565979
333,ShanghaiTech_part_B,0.9485469460487366,0.9472543001174927
334,ShanghaiTech_part_B,0.5071182250976562,0.4543139934539795
